"Year";"CompetitionsInScope";"CompetitionsOneVisibleEntry";"ShareOneVisibleEntryPercent";"CompetitionsTwentyOrMore";"CoverageStatus";"UsableForAnnualAthleteCount";"UsableForFrequencyAnalysis";"Note"
"2022";"28";"20";"71,4";"7";"INCOMPLETE";"False";"False";"Approved Participations historiques incomplètes ; 20 compétitions sur 28 ne conservent qu'un inscrit visible."
