Year;CompetitionCode;CompetitionName;ChampionshipBlock;TitleEligible;PopulationGroup;Category;CategoryOrder;Sex;Age;Division;Event;AthleteKey;Name;Country;IsFrench;CategoryRaw
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;OPEN;OPEN;30;F;24;;SLALOM;FRA|1999|MOULANIER MARIE-LOU;MOULANIER Marie-Lou;FRA;1;Open F (24)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;OPEN;OPEN;30;F;24;;FIGURES;FRA|1999|MOULANIER MARIE-LOU;MOULANIER Marie-Lou;FRA;1;Open F (24)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;OPEN;OPEN;30;F;24;;SAUT;FRA|1999|MOULANIER MARIE-LOU;MOULANIER Marie-Lou;FRA;1;Open F (24)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;OPEN;OPEN;30;F;24;;COMBINE;FRA|1999|MOULANIER MARIE-LOU;MOULANIER Marie-Lou;FRA;1;Open F (24)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;OPEN;OPEN;30;M;23;;SLALOM;FRA|2000|NEDEAU TANGUY;NEDEAU Tanguy;FRA;1;Open M (23)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;OPEN;OPEN;30;M;23;;SAUT;FRA|2000|NEDEAU TANGUY;NEDEAU Tanguy;FRA;1;Open M (23)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;M;19;;SLALOM;FRA|2004|NEYRAC ALBAN;NEYRAC Alban;FRA;1;-21 M (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;M;19;;SAUT;FRA|2004|NEYRAC ALBAN;NEYRAC Alban;FRA;1;-21 M (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;M;19;;SLALOM;FRA|2004|NOTAT HUGO;NOTAT Hugo;FRA;1;-21 M (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;M;19;;FIGURES;FRA|2004|NOTAT HUGO;NOTAT Hugo;FRA;1;-21 M (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;M;19;;SAUT;FRA|2004|NOTAT HUGO;NOTAT Hugo;FRA;1;-21 M (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;M;19;;COMBINE;FRA|2004|NOTAT HUGO;NOTAT Hugo;FRA;1;-21 M (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;20;;SLALOM;FRA|2003|PAGET MARIE;PAGET Marie;FRA;1;-21 F (20)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;20;;FIGURES;FRA|2003|PAGET MARIE;PAGET Marie;FRA;1;-21 F (20)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;20;;SAUT;FRA|2003|PAGET MARIE;PAGET Marie;FRA;1;-21 F (20)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;20;;COMBINE;FRA|2003|PAGET MARIE;PAGET Marie;FRA;1;-21 F (20)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;OPEN;OPEN;30;F;29;;FIGURES;FRA|1994|PHILY LAURA;PHILY Laura;FRA;1;Open F (29)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;19;;SLALOM;FRA|2004|SNITER MATHILDE;SNITER Mathilde;FRA;1;-21 F (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;19;;FIGURES;FRA|2004|SNITER MATHILDE;SNITER Mathilde;FRA;1;-21 F (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;19;;SAUT;FRA|2004|SNITER MATHILDE;SNITER Mathilde;FRA;1;-21 F (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;19;;COMBINE;FRA|2004|SNITER MATHILDE;SNITER Mathilde;FRA;1;-21 F (19)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;21;;SLALOM;FRA|2002|SONIER PERRINE;SONIER Perrine;FRA;1;-21 F (21)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;21;;FIGURES;FRA|2002|SONIER PERRINE;SONIER Perrine;FRA;1;-21 F (21)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;21;;SAUT;FRA|2002|SONIER PERRINE;SONIER Perrine;FRA;1;-21 F (21)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;F;21;;COMBINE;FRA|2002|SONIER PERRINE;SONIER Perrine;FRA;1;-21 F (21)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;M;18;;SLALOM;FRA|2005|SOUCI BENJAMIN;SOUCI Benjamin;FRA;1;-21 M (18)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;U21;U21;21;M;18;;FIGURES;FRA|2005|SOUCI BENJAMIN;SOUCI Benjamin;FRA;1;-21 M (18)
2023;23FRA018;Championnat de France 2023 - U21 + OPEN;U21_OPEN;1;OPEN;OPEN;30;F;36;;SLALOM;FRA|1987|WELTER CLAIRE-LISE;WELTER Claire-Lise;FRA;1;Open F (36)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;65+;65;M;66;;SLALOM;FRA|1957|BATTAGLIA PHILIPPE;BATTAGLIA Philippe;FRA;1;65+ M (66)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;65+;65;M;66;;FIGURES;FRA|1957|BATTAGLIA PHILIPPE;BATTAGLIA Philippe;FRA;1;65+ M (66)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;64;;SLALOM;FRA|1959|BERGER ALAIN;BERGER Alain;FRA;1;55+ M (64)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;70+;70;M;71;;SLALOM;FRA|1952|BRUNEL PIERRE GILLES;BRUNEL Pierre Gilles;FRA;1;70+ M (71)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;F;64;;SLALOM;FRA|1959|BRUNEL VIVIANE;BRUNEL Viviane;FRA;1;55+ F (64)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;65+;65;M;70;;SLALOM;FRA|1953|CHENESSEAU BRUNO;CHENESSEAU Bruno;FRA;1;65+ M (70)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;54;;SLALOM;FRA|1969|CLEMENCON GUILLAUME;CLEMENCON Guillaume;FRA;1;45+ M (54)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;F;58;;SLALOM;FRA|1965|COMBET ZILL MARIE (MARIE-CLAUDE);COMBET ZILL Marie (Marie-Claude);FRA;1;55+ F (58)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;70+;70;M;72;;FIGURES;FRA|1951|COUGARD PHILIPPE;COUGARD Philippe;FRA;1;70+ M (72)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;43;;SLALOM;FRA|1980|CUELLAR MATHIEU;CUELLAR Mathieu;FRA;1;35+ M (43)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;43;;FIGURES;FRA|1980|CUELLAR MATHIEU;CUELLAR Mathieu;FRA;1;35+ M (43)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;43;;SAUT;FRA|1980|CUELLAR MATHIEU;CUELLAR Mathieu;FRA;1;35+ M (43)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;43;;COMBINE;FRA|1980|CUELLAR MATHIEU;CUELLAR Mathieu;FRA;1;35+ M (43)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;38;;SLALOM;FRA|1985|DELACOUR ARNAUD;DELACOUR Arnaud;FRA;1;35+ M (38)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;38;;FIGURES;FRA|1985|DELACOUR ARNAUD;DELACOUR Arnaud;FRA;1;35+ M (38)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;38;;SAUT;FRA|1985|DELACOUR ARNAUD;DELACOUR Arnaud;FRA;1;35+ M (38)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;38;;COMBINE;FRA|1985|DELACOUR ARNAUD;DELACOUR Arnaud;FRA;1;35+ M (38)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;38;;SLALOM;FRA|1985|DELPY ANTHONY;DELPY Anthony;FRA;1;35+ M (38)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;38;;FIGURES;FRA|1985|DELPY ANTHONY;DELPY Anthony;FRA;1;35+ M (38)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;38;;SAUT;FRA|1985|DELPY ANTHONY;DELPY Anthony;FRA;1;35+ M (38)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;38;;COMBINE;FRA|1985|DELPY ANTHONY;DELPY Anthony;FRA;1;35+ M (38)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;54;;SLALOM;FRA|1969|DRAUX PHILIPPE;DRAUX Philippe;FRA;1;45+ M (54)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;52;;SLALOM;FRA|1971|DROUOT SEBASTIEN;DROUOT Sebastien;FRA;1;45+ M (52)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;55;;SLALOM;FRA|1968|FIALEIX GILLES;FIALEIX Gilles;FRA;1;45+ M (55)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;42;;SLALOM;FRA|1981|FONDO VINCENT;FONDO Vincent;FRA;1;35+ M (42)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;40;;SLALOM;FRA|1983|FOURASTIER PAUL;FOURASTIER Paul;FRA;1;35+ M (40)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;40;;FIGURES;FRA|1983|FOURASTIER PAUL;FOURASTIER Paul;FRA;1;35+ M (40)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;40;;SAUT;FRA|1983|FOURASTIER PAUL;FOURASTIER Paul;FRA;1;35+ M (40)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;40;;COMBINE;FRA|1983|FOURASTIER PAUL;FOURASTIER Paul;FRA;1;35+ M (40)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;75+;75;M;77;;SLALOM;FRA|1946|FOX JEAN PIERRE;FOX Jean Pierre;FRA;1;75+ M (77)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;75+;75;M;77;;FIGURES;FRA|1946|FOX JEAN PIERRE;FOX Jean Pierre;FRA;1;75+ M (77)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;51;;SLALOM;FRA|1972|GABRIEL RAOUL;GABRIEL Raoul;FRA;1;45+ M (51)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;51;;FIGURES;FRA|1972|GABRIEL RAOUL;GABRIEL Raoul;FRA;1;45+ M (51)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;51;;SAUT;FRA|1972|GABRIEL RAOUL;GABRIEL Raoul;FRA;1;45+ M (51)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;51;;COMBINE;FRA|1972|GABRIEL RAOUL;GABRIEL Raoul;FRA;1;45+ M (51)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;53;;SAUT;FRA|1970|GOURDET MATHIEU;GOURDET Mathieu;FRA;1;45+ M (53)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;64;;SLALOM;FRA|1959|GUYAMIER PATRICK;GUYAMIER Patrick;FRA;1;55+ M (64)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;45;;SLALOM;FRA|1978|HUGONIN ALEXANDRE;HUGONIN Alexandre;FRA;1;35+ M (45)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;45;;FIGURES;FRA|1978|HUGONIN ALEXANDRE;HUGONIN Alexandre;FRA;1;35+ M (45)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;45;;SAUT;FRA|1978|HUGONIN ALEXANDRE;HUGONIN Alexandre;FRA;1;35+ M (45)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;45;;COMBINE;FRA|1978|HUGONIN ALEXANDRE;HUGONIN Alexandre;FRA;1;35+ M (45)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;53;;SLALOM;FRA|1970|LABASSE STEPHAN;LABASSE Stephan;FRA;1;45+ M (53)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;52;;SLALOM;FRA|1971|LAFLEUR JEAN-MARC;LAFLEUR Jean-Marc;FRA;1;45+ M (52)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;F;58;;SLALOM;FRA|1965|LANCIEN ESCOLANO FLORENCE;LANCIEN ESCOLANO Florence;FRA;1;55+ F (58)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;F;58;;FIGURES;FRA|1965|LANCIEN ESCOLANO FLORENCE;LANCIEN ESCOLANO Florence;FRA;1;55+ F (58)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;F;58;;SAUT;FRA|1965|LANCIEN ESCOLANO FLORENCE;LANCIEN ESCOLANO Florence;FRA;1;55+ F (58)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;F;58;;COMBINE;FRA|1965|LANCIEN ESCOLANO FLORENCE;LANCIEN ESCOLANO Florence;FRA;1;55+ F (58)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;70+;70;M;74;;SLALOM;FRA|1949|LANZANI CHRISTIAN;LANZANI Christian;FRA;1;70+ M (74)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;47;;SLALOM;FRA|1976|LAVOUE GEOFFROY;LAVOUE Geoffroy;FRA;1;45+ M (47)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;63;;SLALOM;FRA|1960|LEMARIE ERIC;LEMARIE Eric;FRA;1;55+ M (63)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;58;;SLALOM;FRA|1965|LIKHATCHEV BORIS;LIKHATCHEV Boris;FRA;1;55+ M (58)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;F;52;;SLALOM;FRA|1971|MARCHEVET CECILE;MARCHEVET Cecile;FRA;1;45+ F (52)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;F;52;;FIGURES;FRA|1971|MARCHEVET CECILE;MARCHEVET Cecile;FRA;1;45+ F (52)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;58;;SLALOM;FRA|1965|MARILLIER REGIS;MARILLIER Régis;FRA;1;55+ M (58)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;F;59;;SLALOM;FRA|1964|MARIN ANNE CECILE;MARIN Anne Cecile;FRA;1;55+ F (59)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;48;;SLALOM;FRA|1975|MAROIS SEBASTIEN;MAROIS Sebastien;FRA;1;45+ M (48)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;48;;FIGURES;FRA|1975|MAROIS SEBASTIEN;MAROIS Sebastien;FRA;1;45+ M (48)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;48;;SAUT;FRA|1975|MAROIS SEBASTIEN;MAROIS Sebastien;FRA;1;45+ M (48)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;48;;COMBINE;FRA|1975|MAROIS SEBASTIEN;MAROIS Sebastien;FRA;1;45+ M (48)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;62;;SLALOM;FRA|1961|MATHIEU FRANCOIS;MATHIEU Francois;FRA;1;55+ M (62)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;62;;FIGURES;FRA|1961|MATHIEU FRANCOIS;MATHIEU Francois;FRA;1;55+ M (62)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;62;;SAUT;FRA|1961|MATHIEU FRANCOIS;MATHIEU Francois;FRA;1;55+ M (62)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;62;;COMBINE;FRA|1961|MATHIEU FRANCOIS;MATHIEU Francois;FRA;1;55+ M (62)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;F;57;;SLALOM;FRA|1966|MINOU CATHERINE;MINOU Catherine;FRA;1;55+ F (57)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;60;;SLALOM;FRA|1963|NGUYEN NAM;NGUYEN Nam;FRA;1;55+ M (60)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;57;;SLALOM;MAR|1966|OUBELAID DJAMEL;OUBELAID Djamel;MAR;0;55+ M (57)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;64;;FIGURES;FRA|1959|PAOLI JEAN-MICHEL;PAOLI Jean-Michel;FRA;1;55+ M (64)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;70+;70;M;76;;SLALOM;FRA|1947|PARPETTE JEAN-YVES;PARPETTE Jean-Yves;FRA;1;70+ M (76)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;43;;SLALOM;FRA|1980|PAVIET DAVID;PAVIET David;FRA;1;35+ M (43)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;M;43;;FIGURES;FRA|1980|PAVIET DAVID;PAVIET David;FRA;1;35+ M (43)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;45+;45;M;50;;SLALOM;FRA|1973|ROCHER THIERRY;ROCHER Thierry;FRA;1;45+ M (50)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;F;36;;SLALOM;FRA|1987|SOURTY VIRGINIE;SOURTY Virginie;FRA;1;35+ F (36)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;35+;35;F;36;;FIGURES;FRA|1987|SOURTY VIRGINIE;SOURTY Virginie;FRA;1;35+ F (36)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;62;;SLALOM;FRA|1961|SPORTICH THIERRY;SPORTICH Thierry;FRA;1;55+ M (62)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;61;;SLALOM;FRA|1962|VIGNERON FREDERIC;VIGNERON Frederic;FRA;1;55+ M (61)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;61;;FIGURES;FRA|1962|VIGNERON FREDERIC;VIGNERON Frederic;FRA;1;55+ M (61)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;61;;SAUT;FRA|1962|VIGNERON FREDERIC;VIGNERON Frederic;FRA;1;55+ M (61)
2023;23FRA023;Championnat de France SENIOR 2023;SENIOR;1;SENIOR;55+;55;M;61;;COMBINE;FRA|1962|VIGNERON FREDERIC;VIGNERON Frederic;FRA;1;55+ M (61)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;M;13;;SLALOM;FRA|2011|CONTE LUBIN;CONTE Lubin;FRA;1;-14 M (13)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;M;13;;FIGURES;FRA|2011|CONTE LUBIN;CONTE Lubin;FRA;1;-14 M (13)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;M;13;;SAUT;FRA|2011|CONTE LUBIN;CONTE Lubin;FRA;1;-14 M (13)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;M;13;;COMBINE;FRA|2011|CONTE LUBIN;CONTE Lubin;FRA;1;-14 M (13)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;F;13;;SLALOM;FRA|2011|CORTES LILOU;CORTES Lilou;FRA;1;-14 F (13)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;F;13;;FIGURES;FRA|2011|CORTES LILOU;CORTES Lilou;FRA;1;-14 F (13)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;F;16;;SLALOM;FRA|2008|COSTER CARLA;COSTER Carla;FRA;1;-17 F (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;F;14;;SLALOM;FRA|2010|COSTER EVA;COSTER Eva;FRA;1;-14 F (14)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;SLALOM;FRA|2008|GARCIA AXEL;GARCIA Axel;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;FIGURES;FRA|2008|GARCIA AXEL;GARCIA Axel;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;SAUT;FRA|2008|GARCIA AXEL;GARCIA Axel;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;COMBINE;FRA|2008|GARCIA AXEL;GARCIA Axel;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;SLALOM;FRA|2008|GEORGES MATTEO;GEORGES Matteo;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;FIGURES;FRA|2008|GEORGES MATTEO;GEORGES Matteo;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;SAUT;FRA|2008|GEORGES MATTEO;GEORGES Matteo;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;COMBINE;FRA|2008|GEORGES MATTEO;GEORGES Matteo;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;17;;SLALOM;FRA|2007|GERMAIN PIERRE LOUIS;GERMAIN Pierre Louis;FRA;1;-17 M (17)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;17;;FIGURES;FRA|2007|GERMAIN PIERRE LOUIS;GERMAIN Pierre Louis;FRA;1;-17 M (17)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;SLALOM;FRA|2008|GILG GASPARD;GILG Gaspard;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;FIGURES;FRA|2008|GILG GASPARD;GILG Gaspard;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;SAUT;FRA|2008|GILG GASPARD;GILG Gaspard;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;COMBINE;FRA|2008|GILG GASPARD;GILG Gaspard;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U10;10;M;10;;SLALOM;FRA|2014|GILG MARTIN;GILG Martin;FRA;1;-10 M (10)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U10;10;M;10;;FIGURES;FRA|2014|GILG MARTIN;GILG Martin;FRA;1;-10 M (10)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U10;10;F;9;;SLALOM;FRA|2015|GUERIN LE SAUSSE ROSE;GUERIN LE SAUSSE Rose;FRA;1;-10 F (9)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U12;12;F;11;;SLALOM;FRA|2013|LACARRAU JULIA;LACARRAU Julia;FRA;1;-12 F (11)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U12;12;F;11;;FIGURES;FRA|2013|LACARRAU JULIA;LACARRAU Julia;FRA;1;-12 F (11)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;F;14;;SLALOM;FRA|2010|LE FORESTIER MAELYS;LE FORESTIER Maelys;FRA;1;-14 F (14)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;F;14;;FIGURES;FRA|2010|LE FORESTIER MAELYS;LE FORESTIER Maelys;FRA;1;-14 F (14)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;F;14;;SAUT;FRA|2010|LE FORESTIER MAELYS;LE FORESTIER Maelys;FRA;1;-14 F (14)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;RELEVES;U14;14;F;14;;COMBINE;FRA|2010|LE FORESTIER MAELYS;LE FORESTIER Maelys;FRA;1;-14 F (14)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;SLALOM;FRA|2008|MAROIS RAPHAEL;MAROIS Raphaël;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;FIGURES;FRA|2008|MAROIS RAPHAEL;MAROIS Raphaël;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;SAUT;FRA|2008|MAROIS RAPHAEL;MAROIS Raphaël;FRA;1;-17 M (16)
2024;24FRA026;Championnat de France RELEVES;RELEVES;1;JUNIOR;U17;17;M;16;;COMBINE;FRA|2008|MAROIS RAPHAEL;MAROIS Raphaël;FRA;1;-17 M (16)
