Year;CompetitionCode;CompetitionName;ChampionshipBlock;PopulationGroup;Category;CategoryOrder;Sex;Event;ApprovedAll;ApprovedFrench;ApprovedForeign;FrenchDepthClass;FrenchFieldOneToThree;FrenchPodiumPlaces;FrenchPodiumWeightPercent;RawCategories;DivisionLabels
2025;25FRA016;Championnat de France RELEVES 2025;RELEVES;JUNIOR;U17;17;F;FIGURES;2;2;0;2;1;2;100.0;-17 F (15);
2025;25FRA016;Championnat de France RELEVES 2025;RELEVES;JUNIOR;U17;17;F;SAUT;2;2;0;2;1;2;100.0;-17 F (15);
2025;25FRA016;Championnat de France RELEVES 2025;RELEVES;JUNIOR;U17;17;F;SLALOM;2;2;0;2;1;2;100.0;-17 F (15) | -17 F (16);
2025;25FRA016;Championnat de France RELEVES 2025;RELEVES;JUNIOR;U17;17;M;COMBINE;5;5;0;4-5;0;3;60.0;-17 M (16) | -17 M (17);
2025;25FRA016;Championnat de France RELEVES 2025;RELEVES;JUNIOR;U17;17;M;FIGURES;5;5;0;4-5;0;3;60.0;-17 M (16) | -17 M (17);
2025;25FRA016;Championnat de France RELEVES 2025;RELEVES;JUNIOR;U17;17;M;SAUT;5;5;0;4-5;0;3;60.0;-17 M (16) | -17 M (17);
2025;25FRA016;Championnat de France RELEVES 2025;RELEVES;JUNIOR;U17;17;M;SLALOM;7;6;1;6-9;0;3;50.0;-17 M (15) | -17 M (16) | -17 M (17);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;35+;35;F;COMBINE;1;1;0;1;1;1;100.0;35+ F (38);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;35+;35;F;FIGURES;1;1;0;1;1;1;100.0;35+ F (38);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;35+;35;F;SAUT;1;1;0;1;1;1;100.0;35+ F (38);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;35+;35;F;SLALOM;3;3;0;3;1;3;100.0;35+ F (38) | 35+ F (41) | 35+ F (42);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;35+;35;M;COMBINE;4;4;0;4-5;0;3;75.0;35+ M (36) | 35+ M (37) | 35+ M (40) | 35+ M (45);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;35+;35;M;FIGURES;4;4;0;4-5;0;3;75.0;35+ M (36) | 35+ M (37) | 35+ M (40) | 35+ M (45);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;35+;35;M;SAUT;4;4;0;4-5;0;3;75.0;35+ M (36) | 35+ M (37) | 35+ M (40) | 35+ M (45);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;35+;35;M;SLALOM;6;6;0;6-9;0;3;50.0;35+ M (36) | 35+ M (37) | 35+ M (40) | 35+ M (45);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;45+;45;F;COMBINE;1;1;0;1;1;1;100.0;45+ F (50);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;45+;45;F;FIGURES;1;1;0;1;1;1;100.0;45+ F (50);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;45+;45;F;SAUT;1;1;0;1;1;1;100.0;45+ F (50);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;45+;45;F;SLALOM;1;1;0;1;1;1;100.0;45+ F (50);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;45+;45;M;COMBINE;6;5;1;4-5;0;3;60.0;45+ M (47) | 45+ M (49) | 45+ M (50) | 45+ M (51) | 45+ M (53);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;45+;45;M;FIGURES;7;6;1;6-9;0;3;50.0;45+ M (47) | 45+ M (49) | 45+ M (50) | 45+ M (51) | 45+ M (53);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;45+;45;M;SAUT;6;5;1;4-5;0;3;60.0;45+ M (47) | 45+ M (49) | 45+ M (50) | 45+ M (51) | 45+ M (53);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;45+;45;M;SLALOM;11;9;2;6-9;0;3;33.3;45+ M (47) | 45+ M (49) | 45+ M (50) | 45+ M (51) | 45+ M (52) | 45+ M (53) | 45+ M (55) | 45+ M (56);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;55+;55;F;SLALOM;1;1;0;1;1;1;100.0;55+ F (59);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;55+;55;M;COMBINE;1;1;0;1;1;1;100.0;55+ M (63);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;55+;55;M;FIGURES;2;2;0;2;1;2;100.0;55+ M (63) | 55+ M (65);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;55+;55;M;SAUT;1;1;0;1;1;1;100.0;55+ M (63);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;55+;55;M;SLALOM;7;7;0;6-9;0;3;42.9;55+ M (56) | 55+ M (60) | 55+ M (61) | 55+ M (62) | 55+ M (63) | 55+ M (65) | 55+ M (66);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;65+;65;F;SLALOM;2;0;2;0;0;0;0;65+ F (69) | 65+ F (72);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;65+;65;M;SLALOM;2;2;0;2;1;2;100.0;65+ M (66) | 65+ M (67);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;70+;70;M;SLALOM;3;2;1;2;1;2;100.0;70+ M (72) | 70+ M (75);
2025;25FRA018;Championnat de France SENIOR 2025;SENIOR;SENIOR;75+;75;M;SLALOM;1;1;0;1;1;1;100.0;75+ M (78);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;F;COMBINE;2;2;0;2;1;2;100.0;-21 F (18) | -21 F (19);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;F;FIGURES;2;2;0;2;1;2;100.0;-21 F (18) | -21 F (19);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;F;SAUT;2;2;0;2;1;2;100.0;-21 F (18) | -21 F (19);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;F;SLALOM;2;2;0;2;1;2;100.0;-21 F (18) | -21 F (19);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;M;COMBINE;2;2;0;2;1;2;100.0;-21 M (20) | -21 M (21);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;M;FIGURES;4;4;0;4-5;0;3;75.0;-21 M (18) | -21 M (20) | -21 M (21);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;M;SAUT;3;3;0;3;1;3;100.0;-21 M (20) | -21 M (21);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;M;SLALOM;6;5;1;4-5;0;3;60.0;-21 M (18) | -21 M (20) | -21 M (21);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;F;COMBINE;4;4;0;4-5;0;3;75.0;Open F (18) | Open F (23) | Open F (60);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;F;FIGURES;4;4;0;4-5;0;3;75.0;Open F (18) | Open F (23) | Open F (60);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;F;SAUT;5;5;0;4-5;0;3;60.0;Open F (18) | Open F (23) | Open F (34) | Open F (60);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;F;SLALOM;8;8;0;6-9;0;3;37.5;Open F (18) | Open F (23) | Open F (26) | Open F (34) | Open F (38) | Open F (60);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;M;COMBINE;3;3;0;3;1;3;100.0;Open M (22) | Open M (31) | Open M (61);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;M;FIGURES;3;3;0;3;1;3;100.0;Open M (22) | Open M (31) | Open M (61);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;M;SAUT;3;3;0;3;1;3;100.0;Open M (22) | Open M (31) | Open M (61);
2025;25FRA206;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;M;SLALOM;6;6;0;6-9;0;3;50.0;Open M (22) | Open M (24) | Open M (31) | Open M (33) | Open M (39) Div 1 | Open M (61);1
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U8;8;M;FIGURES;1;1;0;1;1;1;100.0;-8 M (6);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U10;10;F;FIGURES;3;3;0;3;1;3;100.0;-10 F (10);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U10;10;F;SLALOM;3;3;0;3;1;3;100.0;-10 F (10) | -10 F (9);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U10;10;M;COMBINE;1;1;0;1;1;1;100.0;-10 M (10);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U10;10;M;FIGURES;1;1;0;1;1;1;100.0;-10 M (10);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U10;10;M;SAUT;1;1;0;1;1;1;100.0;-10 M (10);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U10;10;M;SLALOM;2;2;0;2;1;2;100.0;-10 M (10);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U12;12;F;COMBINE;1;1;0;1;1;1;100.0;-12 F (12);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U12;12;F;FIGURES;3;3;0;3;1;3;100.0;-12 F (11) | -12 F (12);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U12;12;F;SAUT;1;1;0;1;1;1;100.0;-12 F (12);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U12;12;F;SLALOM;3;3;0;3;1;3;100.0;-12 F (11) | -12 F (12);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U12;12;M;COMBINE;4;4;0;4-5;0;3;75.0;-12 M (12);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U12;12;M;FIGURES;5;5;0;4-5;0;3;60.0;-12 M (12);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U12;12;M;SAUT;4;4;0;4-5;0;3;75.0;-12 M (12);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U12;12;M;SLALOM;6;6;0;6-9;0;3;50.0;-12 M (12);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U14;14;F;COMBINE;1;1;0;1;1;1;100.0;-14 F (13);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U14;14;F;FIGURES;1;1;0;1;1;1;100.0;-14 F (13);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U14;14;F;SAUT;1;1;0;1;1;1;100.0;-14 F (13);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U14;14;F;SLALOM;2;2;0;2;1;2;100.0;-14 F (13);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U14;14;M;COMBINE;1;1;0;1;1;1;100.0;-14 M (13);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U14;14;M;FIGURES;1;1;0;1;1;1;100.0;-14 M (13);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U14;14;M;SAUT;1;1;0;1;1;1;100.0;-14 M (13);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;RELEVES;U14;14;M;SLALOM;4;4;0;4-5;0;3;75.0;-14 M (13) | -14 M (14);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;JUNIOR;U17;17;F;COMBINE;2;2;0;2;1;2;100.0;-17 F (15) | -17 F (16);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;JUNIOR;U17;17;F;FIGURES;4;4;0;4-5;0;3;75.0;-17 F (15) | -17 F (16) | -17 F (17);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;JUNIOR;U17;17;F;SAUT;3;3;0;3;1;3;100.0;-17 F (15) | -17 F (16) | -17 F (17);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;JUNIOR;U17;17;F;SLALOM;5;5;0;4-5;0;3;60.0;-17 F (15) | -17 F (16) | -17 F (17);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;JUNIOR;U17;17;M;COMBINE;3;2;1;2;1;2;100.0;-17 M (15) | -17 M (16);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;JUNIOR;U17;17;M;FIGURES;4;3;1;3;1;3;100.0;-17 M (15) | -17 M (16);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;JUNIOR;U17;17;M;SAUT;3;2;1;2;1;2;100.0;-17 M (15) | -17 M (16);
2026;26FRA020;Championnat de France RELEVES 2026;RELEVES;JUNIOR;U17;17;M;SLALOM;6;5;1;4-5;0;3;60.0;-17 M (15) | -17 M (16) | -17 M (17);
2026;26FRA041;Championnat de France SENIOR 2026;SENIOR;SENIOR;35+;35;F;SLALOM;3;3;0;3;1;3;100.0;35+ F (36) | 35+ F (45) | 35+ F (54);
2026;26FRA041;Championnat de France SENIOR 2026;SENIOR;SENIOR;45+;45;F;SLALOM;1;1;0;1;1;1;100.0;45+ F (46);
2026;26FRA041;Championnat de France SENIOR 2026;SENIOR;SENIOR;45+;45;M;SLALOM;4;3;1;3;1;3;100.0;45+ M (46) | 45+ M (55) | 45+ M (57);
2026;26FRA041;Championnat de France SENIOR 2026;SENIOR;SENIOR;55+;55;M;FIGURES;1;1;0;1;1;1;100.0;55+ M (64);
2026;26FRA041;Championnat de France SENIOR 2026;SENIOR;SENIOR;55+;55;M;SLALOM;2;2;0;2;1;2;100.0;55+ M (56) | 55+ M (63);
2026;26FRA041;Championnat de France SENIOR 2026;SENIOR;SENIOR;65+;65;M;SLALOM;3;3;0;3;1;3;100.0;65+ M (66) | 65+ M (67);
2026;26FRA041;Championnat de France SENIOR 2026;SENIOR;SENIOR;75+;75;M;FIGURES;1;1;0;1;1;1;100.0;75+ M (80);
2026;26FRA041;Championnat de France SENIOR 2026;SENIOR;SENIOR;75+;75;M;SLALOM;1;1;0;1;1;1;100.0;75+ M (80);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;F;FIGURES;1;1;0;1;1;1;100.0;-21 F (16);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;M;COMBINE;4;4;0;4-5;0;3;75.0;-21 M (18) | -21 M (21);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;M;FIGURES;5;5;0;4-5;0;3;60.0;-21 M (18) | -21 M (19) | -21 M (21);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;M;SAUT;4;4;0;4-5;0;3;75.0;-21 M (18) | -21 M (21);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;U21;U21;21;M;SLALOM;7;7;0;6-9;0;3;42.9;-21 M (18) | -21 M (19) | -21 M (21);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;F;COMBINE;3;3;0;3;1;3;100.0;Open F (23) | Open F (24);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;F;FIGURES;5;5;0;4-5;0;3;60.0;Open F (23) | Open F (24) | Open F (32) | Open F (55);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;F;SAUT;3;3;0;3;1;3;100.0;Open F (23) | Open F (24);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;F;SLALOM;6;6;0;6-9;0;3;50.0;Open F (23) | Open F (24) | Open F (27) | Open F (30) | Open F (55);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;M;COMBINE;1;1;0;1;1;1;100.0;Open M (32);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;M;FIGURES;1;1;0;1;1;1;100.0;Open M (32);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;M;SAUT;1;1;0;1;1;1;100.0;Open M (32);
2026;26FRA021;Championnat de France U21 + OPEN;U21_OPEN;OPEN;OPEN;30;M;SLALOM;5;4;1;4-5;0;3;75.0;Open M (23) | Open M (25) | Open M (32) | Open M (34);
