Year;CompetitionsAnalysed;ApprovedEntriesAllCountries;UniqueAthletesAllCountries;ApprovedFrenchEntries;UniqueFrenchAthletes;FrenchSharePercent;MeanCompetitionsPerFrenchAthlete;MedianCompetitionsPerFrenchAthlete;AthletesOneCompetition;ShareOneCompetitionPercent;AthletesTwoCompetitions;AthletesThreeOrMore;ShareThreeOrMorePercent;AthletesFiveOrMore;Top10Entries;Top10SharePercent;Top20Entries;Top20SharePercent
2022;28;264;183;169;120;64.0;1.41;1.0;86;71.7;22;12;10.0;0;33;19.5;55;32.5
