annee;categorie;sexe;epreuve;participants;part_theorique_podium_pct
2026;U12;Hommes;Combiné;4;75.0
2026;U14;Femmes;Slalom;2;100.0
2026;U14;Femmes;Figures;1;100.0
2026;U14;Femmes;Saut;1;100.0
2026;U14;Femmes;Combiné;1;100.0
2026;U14;Hommes;Slalom;4;75.0
2026;U14;Hommes;Figures;1;100.0
2026;U14;Hommes;Saut;1;100.0
2026;U14;Hommes;Combiné;1;100.0
2026;U17;Femmes;Slalom;5;60.0
2026;U17;Femmes;Figures;4;75.0
2026;U17;Femmes;Saut;3;100.0
2026;U17;Femmes;Combiné;2;100.0
2026;U17;Hommes;Slalom;6;50.0
2026;U17;Hommes;Figures;4;75.0
2026;U17;Hommes;Saut;3;100.0
2026;U17;Hommes;Combiné;3;100.0
2026;U21;Femmes;Slalom;0;
2026;U21;Femmes;Figures;1;100.0
2026;U21;Femmes;Saut;0;
2026;U21;Femmes;Combiné;0;
2026;U21;Hommes;Slalom;7;42.9
2026;U21;Hommes;Figures;5;60.0
2026;U21;Hommes;Saut;4;75.0
2026;U21;Hommes;Combiné;4;75.0
2026;OPEN;Femmes;Slalom;5;60.0
2026;OPEN;Femmes;Figures;5;60.0
2026;OPEN;Femmes;Saut;3;100.0
2026;OPEN;Femmes;Combiné;3;100.0
2026;OPEN;Hommes;Slalom;5;60.0
2026;OPEN;Hommes;Figures;1;100.0
2026;OPEN;Hommes;Saut;1;100.0
2026;OPEN;Hommes;Combiné;1;100.0
2026;35+;Femmes;Slalom;3;100.0
2026;35+;Femmes;Figures;0;
2026;35+;Femmes;Saut;0;
2026;35+;Femmes;Combiné;0;
2026;35+;Hommes;Slalom;0;
2026;35+;Hommes;Figures;0;
2026;35+;Hommes;Saut;0;
2026;35+;Hommes;Combiné;0;
2026;45+;Femmes;Slalom;1;100.0
2026;45+;Femmes;Figures;0;
2026;45+;Femmes;Saut;0;
2026;45+;Femmes;Combiné;0;
2026;45+;Hommes;Slalom;2;100.0
2026;45+;Hommes;Figures;0;
2026;45+;Hommes;Saut;0;
2026;45+;Hommes;Combiné;0;
2026;55+;Femmes;Slalom;0;
2026;55+;Femmes;Figures;0;
2026;55+;Femmes;Saut;0;
2026;55+;Femmes;Combiné;0;
2026;55+;Hommes;Slalom;3;100.0
2026;55+;Hommes;Figures;1;100.0
2026;55+;Hommes;Saut;0;
2026;55+;Hommes;Combiné;0;
2026;65+;Femmes;Slalom;0;
2026;65+;Femmes;Figures;0;
2026;65+;Femmes;Saut;0;
2026;65+;Femmes;Combiné;0;
2026;65+;Hommes;Slalom;3;100.0
2026;65+;Hommes;Figures;0;
2026;65+;Hommes;Saut;0;
2026;65+;Hommes;Combiné;0;
2026;70+;Femmes;Slalom;0;
2026;70+;Femmes;Figures;0;
2026;70+;Femmes;Saut;0;
2026;70+;Femmes;Combiné;0;
2026;70+;Hommes;Slalom;0;
2026;70+;Hommes;Figures;0;
2026;70+;Hommes;Saut;0;
2026;70+;Hommes;Combiné;0;
2026;75+;Femmes;Slalom;0;
2026;75+;Femmes;Figures;0;
2026;75+;Femmes;Saut;0;
2026;75+;Femmes;Combiné;0;
2026;75+;Hommes;Slalom;1;100.0
2026;75+;Hommes;Figures;1;100.0
2026;75+;Hommes;Saut;0;
2026;75+;Hommes;Combiné;0;
